session_year,caption,caption_long,party,n_over_side,crossing,data,Legislator,id,seat
1951-01-01T12:00:00Z,"<strong>Boyd R. Overhulse</strong><br/>Democrat<br/>Male<br/>Representing Madras, Crook, Jefferson.",NA,Democrat,NA,NA,legislators,"Overhulse, Boyd R.",7,55
1951-01-01T12:00:00Z,"<strong>Henry Semon</strong><br/>Democrat<br/>Male<br/>Representing Klamath Falls, Klamath.",NA,Democrat,NA,NA,legislators,"Semon, Henry",8,1
1951-01-01T12:00:00Z,"<strong>Robert Y. Thornton</strong><br/>Democrat<br/>Male<br/>Representing Tillamook, Tillamook.",NA,Democrat,NA,NA,legislators,"Thornton, Robert Y.",9,8
1951-01-01T12:00:00Z,"<strong>Fred W. Adams</strong><br/>Republican<br/>Male<br/>Representing Ophir, Coos, Curry.",NA,Republican,NA,NA,legislators,"Adams, Fred W.",10,16
1951-01-01T12:00:00Z,"<strong>Gust Anderson</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Anderson, Gust",11,24
1951-01-01T12:00:00Z,"<strong>David C. Baum</strong><br/>Republican<br/>Male<br/>Representing La Grande, Union.",NA,Republican,NA,NA,legislators,"Baum, David C.",12,32
1951-01-01T12:00:00Z,"<strong>William W. Bradeen</strong><br/>Republican<br/>Male<br/>Representing Burns, Grant, Harney.",NA,Republican,NA,NA,legislators,"Bradeen, William W.",13,40
1951-01-01T12:00:00Z,"<strong>Ed R. Cardwell</strong><br/>Republican<br/>Male<br/>Representing Sweet Home, Linn.",NA,Republican,NA,NA,legislators,"Cardwell, Ed R.",14,48
1951-01-01T12:00:00Z,"<strong>Sprague H. Carter</strong><br/>Republican<br/>Male<br/>Representing Pendleton, Umatilla.",NA,Republican,NA,NA,legislators,"Carter, Sprague H.",15,56
1951-01-01T12:00:00Z,"<strong>H. H. Chingren</strong><br/>Republican<br/>Male<br/>Representing Molalla, Clackamas.",NA,Republican,NA,NA,legislators,"Chingren, H. H.",16,2
1951-01-01T12:00:00Z,"<strong>Raymond C. Coulter</strong><br/>Republican<br/>Male<br/>Representing Grants Pass, Josephine.",NA,Republican,NA,NA,legislators,"Coulter, Raymond C.",17,9
1951-01-01T12:00:00Z,"<strong>Lloyd R. Crosby</strong><br/>Republican<br/>Male<br/>Representing Milwaukie, Clackamas.",NA,Republican,NA,NA,legislators,"Crosby, Lloyd R.",18,17
1951-01-01T12:00:00Z,"<strong>Elliott B. Cummins</strong><br/>Republican<br/>Male<br/>Representing McMinnville, Yamhill.",NA,Republican,NA,NA,legislators,"Cummins, Elliott B.",19,25
1951-01-01T12:00:00Z,"<strong>F. H. Dammasch</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Dammasch, F. H.",20,33
1951-01-01T12:00:00Z,"<strong>John Dickson</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Dickson, John",21,41
1951-01-01T12:00:00Z,"<strong>Joseph M. Dyer</strong><br/>Republican<br/>Male<br/>Representing Astoria, Clatsop.",NA,Republican,NA,NA,legislators,"Dyer, Joseph M.",22,49
1951-01-01T12:00:00Z,"<strong>Orval Eaton</strong><br/>Republican<br/>Male<br/>Representing Astoria, Clatsop, Columbia.",NA,Republican,NA,NA,legislators,"Eaton, Orval",23,57
1951-01-01T12:00:00Z,"<strong>Dean H. Erwin</strong><br/>Republican<br/>Male<br/>Representing Enterprise, Wallowa.",NA,Republican,NA,NA,legislators,"Erwin, Dean H.",24,3
1951-01-01T12:00:00Z,"<strong>Frank M. Farmer</strong><br/>Republican<br/>Male<br/>Representing Rickreall, Polk.",NA,Republican,NA,NA,legislators,"Farmer, Frank M.",25,10
1951-01-01T12:00:00Z,"<strong>Earl E. Fisher</strong><br/>Republican<br/>Male<br/>Representing Beaverton, Washington.",NA,Republican,NA,NA,legislators,"Fisher, Earl E.",26,18
1951-01-01T12:00:00Z,"<strong>Carl H. Francis</strong><br/>Republican<br/>Male<br/>Representing Dayton, Yamhill.",NA,Republican,NA,NA,legislators,"Francis, Carl H.",27,26
1951-01-01T12:00:00Z,"<strong>Giles L. French</strong><br/>Republican<br/>Male<br/>Representing Moro, Gilliam, Morrow, Sherman, Wheeler.",NA,Republican,NA,NA,legislators,"French, Giles L.",28,34
1951-01-01T12:00:00Z,"<strong>Edward A. Geary</strong><br/>Republican<br/>Male<br/>Representing Klamath Falls, Klamath.",NA,Republican,NA,NA,legislators,"Geary, Edward A.",29,42
1951-01-01T12:00:00Z,"<strong>Paul E. Geddes</strong><br/>Republican<br/>Male<br/>Representing Roseburg, Douglas.",NA,Republican,NA,NA,legislators,"Geddes, Paul E.",30,50
1951-01-01T12:00:00Z,"<strong>Melvin Goode</strong><br/>Republican<br/>Male<br/>Representing Albany, Linn.",NA,Republican,NA,NA,legislators,"Goode, Melvin",31,4
1951-01-01T12:00:00Z,"<strong>Alva Curtis Goodrich</strong><br/>Republican<br/>Male<br/>Representing Bend, Deschutes.",NA,Republican,NA,NA,legislators,"Goodrich, Alva Curtis",32,11
1951-01-01T12:00:00Z,"<strong>J. S. Greenwood</strong><br/>Republican<br/>Male<br/>Representing Wemme, Clackamas.",NA,Republican,NA,NA,legislators,"Greenwood, J. S.",33,19
1951-01-01T12:00:00Z,"<strong>Joseph E. Harvey</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Harvey, Joseph E.",34,27
1951-01-01T12:00:00Z,"<strong>Mark O. Hatfield</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Hatfield, Mark O.",35,35
1951-01-01T12:00:00Z,"<strong>Earl H. Hill</strong><br/>Republican<br/>Male<br/>Representing Cushman, Lane.",NA,Republican,NA,NA,legislators,"Hill, Earl H.",36,43
1951-01-01T12:00:00Z,"<strong>Roy L. Houck</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Houck, Roy L.",37,51
1951-01-01T12:00:00Z,"<strong>John P. Hounsell</strong><br/>Republican<br/>Male<br/>Representing Hood River, Hood River.",NA,Republican,NA,NA,legislators,"Hounsell, John P.",38,5
1951-01-01T12:00:00Z,"<strong>Russell Hudson</strong><br/>Republican<br/>Male<br/>Representing The Dalles, Wasco.",NA,Republican,NA,NA,legislators,"Hudson, Russell",39,12
1951-01-01T12:00:00Z,"<strong>Donald R. Husband</strong><br/>Republican<br/>Male<br/>Representing Eugene, Lane.",NA,Republican,NA,NA,legislators,"Husband, Donald R.",40,20
1951-01-01T12:00:00Z,"<strong>E. J. Ireland</strong><br/>Republican<br/>Male<br/>Representing Molalla, Clackamas, Multnomah.",NA,Republican,NA,NA,legislators,"Ireland, E. J.",41,28
1951-01-01T12:00:00Z,"<strong>J. O. Johnson</strong><br/>Republican<br/>Male<br/>Representing Tigard, Washington.",NA,Republican,NA,NA,legislators,"Johnson, J. O.",42,36
1951-01-01T12:00:00Z,"<strong>Graham Killam</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Killam, Graham",43,44
1951-01-01T12:00:00Z,"<strong>Roger Leonning</strong><br/>Republican<br/>Male<br/>Representing Haines, Baker.",NA,Republican,NA,NA,legislators,"Leonning, Roger",44,52
1951-01-01T12:00:00Z,"<strong>C. L. (Buck) Lieuallen</strong><br/>Republican<br/>Male<br/>Representing Pendleton, Umatilla.",NA,Republican,NA,NA,legislators,"Lieuallen, C. L. (Buck)",45,58
1951-01-01T12:00:00Z,"<strong>Carroll Locey</strong><br/>Republican<br/>Male<br/>Representing Ironside, Malheur.",NA,Republican,NA,NA,legislators,"Locey, Carroll",46,6
1951-01-01T12:00:00Z,"<strong>John D. Logan</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Logan, John D.",47,13
1951-01-01T12:00:00Z,"<strong>Pat Lonergan</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Lonergan, Pat",48,21
1951-01-01T12:00:00Z,"<strong>E. H. Mann</strong><br/>Republican<br/>Male<br/>Representing Medford, Jackson.",NA,Republican,NA,NA,legislators,"Mann, E. H.",49,29
1951-01-01T12:00:00Z,"<strong>Lee V. Ohmart</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Ohmart, Lee V.",50,37
1951-01-01T12:00:00Z,"<strong>Henry E. Peterson</strong><br/>Republican<br/>Male<br/>Representing Ione, Gilliam, Morrow, Sherman, Wheeler.",NA,Republican,NA,NA,legislators,"Peterson, Henry E.",51,45
1951-01-01T12:00:00Z,"<strong>Stanhope S. Pier</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Pier, Stanhope S.",52,53
1951-01-01T12:00:00Z,"<strong>Robert W. Root</strong><br/>Republican<br/>Male<br/>Representing Medford, Jackson.",NA,Republican,NA,NA,legislators,"Root, Robert W.",53,59
1951-01-01T12:00:00Z,"<strong>John F. Steelhammer</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Steelhammer, John F.",54,14
1951-01-01T12:00:00Z,"<strong>Loran L. Stewart</strong><br/>Republican<br/>Male<br/>Representing Cottage Grove, Lane.",NA,Republican,NA,NA,legislators,"Stewart, Loran L.",55,22
1951-01-01T12:00:00Z,"<strong>B. A. (Dutch) Stover</strong><br/>Republican<br/>Male<br/>Representing Bend, Deschutes, Lake.",NA,Republican,NA,NA,legislators,"Stover, B. A. (Dutch)",56,30
1951-01-01T12:00:00Z,"<strong>Gerald Wade</strong><br/>Republican<br/>Male<br/>Representing Newport, Lincoln.",NA,Republican,NA,NA,legislators,"Wade, Gerald",57,38
1951-01-01T12:00:00Z,"<strong>Harvey Wells</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Wells, Harvey",58,46
1951-01-01T12:00:00Z,"<strong>Rudie Jr. Wilhelm</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Wilhelm, Rudie Jr.",59,54
1951-01-01T12:00:00Z,"<strong>Francis W. Ziegler</strong><br/>Republican<br/>Male<br/>Representing Corvallis, Benton.",NA,Republican,NA,NA,legislators,"Ziegler, Francis W.",60,60
1953-01-01T12:00:00Z,"<strong>Maurine B. Neuberger</strong><br/>Democrat<br/>Female<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Neuberger, Maurine B.",1,7
1953-01-01T12:00:00Z,"<strong>Alfred H. Corbett</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Corbett, Alfred H.",2,15
1953-01-01T12:00:00Z,"<strong>Pat Dooley</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Dooley, Pat",3,23
1953-01-01T12:00:00Z,"<strong>R. E. Goad</strong><br/>Democrat<br/>Male<br/>Representing Pendleton, Umatilla.",NA,Democrat,NA,NA,legislators,"Goad, R. E.",4,31
1953-01-01T12:00:00Z,"<strong>V. T. Jackson</strong><br/>Democrat<br/>Male<br/>Representing Roseburg, Douglas.",NA,Democrat,NA,NA,legislators,"Jackson, V. T.",5,39
1953-01-01T12:00:00Z,"<strong>Robert R. Klemsen</strong><br/>Democrat<br/>Male<br/>Representing St. Helens, Columbia.",NA,Democrat,NA,NA,legislators,"Klemsen, Robert R.",6,47
1953-01-01T12:00:00Z,"<strong>Ivan C. Laird</strong><br/>Democrat<br/>Male<br/>Representing Sitkum, Coos.",NA,Democrat,NA,NA,legislators,"Laird, Ivan C.",7,55
1953-01-01T12:00:00Z,"<strong>Boyd R. Overhulse</strong><br/>Democrat<br/>Male<br/>Representing Madras, Crook, Jefferson.",NA,Democrat,NA,NA,legislators,"Overhulse, Boyd R.",8,1
1953-01-01T12:00:00Z,"<strong>Henry Semon</strong><br/>Democrat<br/>Male<br/>Representing Klamath Falls, Klamath.",NA,Democrat,NA,NA,legislators,"Semon, Henry",9,8
1953-01-01T12:00:00Z,"<strong>Robert J. Steward</strong><br/>Democrat<br/>Male<br/>Representing Keating, Baker.",NA,Democrat,NA,NA,legislators,"Steward, Robert J.",10,16
1953-01-01T12:00:00Z,"<strong>Monroe Sweetland</strong><br/>Democrat<br/>Male<br/>Representing Milwaukie, Clackamas.",NA,Democrat,NA,NA,legislators,"Sweetland, Monroe",11,24
1953-01-01T12:00:00Z,"<strong>Dorothy Wallace</strong><br/>Republican<br/>Female<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Wallace, Dorothy",12,32
1953-01-01T12:00:00Z,"<strong>John P. Amacher</strong><br/>Republican<br/>Male<br/>Representing Winchester, Douglas.",NA,Republican,NA,NA,legislators,"Amacher, John P.",13,40
1953-01-01T12:00:00Z,"<strong>Gust Anderson</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Anderson, Gust",14,48
1953-01-01T12:00:00Z,"<strong>David C. Baum</strong><br/>Republican<br/>Male<br/>Representing LaGrande, Union.",NA,Republican,NA,NA,legislators,"Baum, David C.",15,56
1953-01-01T12:00:00Z,"<strong>William W. Bradeen</strong><br/>Republican<br/>Male<br/>Representing Burns, Grant, Harney.",NA,Republican,NA,NA,legislators,"Bradeen, William W.",16,2
1953-01-01T12:00:00Z,"<strong>Ed R. Cardwell</strong><br/>Republican<br/>Male<br/>Representing Sweet Homes, Linn.",NA,Republican,NA,NA,legislators,"Cardwell, Ed R.",17,9
1953-01-01T12:00:00Z,"<strong>W. W. Chadwick</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Chadwick, W. W.",18,17
1953-01-01T12:00:00Z,"<strong>Herman H. Chindgren</strong><br/>Republican<br/>Male<br/>Representing Molalla, Clackamas.",NA,Republican,NA,NA,legislators,"Chindgren, Herman H.",19,25
1953-01-01T12:00:00Z,"<strong>F. H. Dammasch</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Dammasch, F. H.",20,33
1953-01-01T12:00:00Z,"<strong>Leon S. Davis</strong><br/>Republican<br/>Male<br/>Representing Hillsboro, Washington.",NA,Republican,NA,NA,legislators,"Davis, Leon S.",21,41
1953-01-01T12:00:00Z,"<strong>Richard F. Deich</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Deich, Richard F.",22,49
1953-01-01T12:00:00Z,"<strong>Robert E. Duniway</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Duniway, Robert E.",23,57
1953-01-01T12:00:00Z,"<strong>Joseph M. Dyer</strong><br/>Republican<br/>Male<br/>Representing Astoria, Clatsop.",NA,Republican,NA,NA,legislators,"Dyer, Joseph M.",24,3
1953-01-01T12:00:00Z,"<strong>Orval Eaton</strong><br/>Republican<br/>Male<br/>Representing Astoria, Clatsop, Columbia.",NA,Republican,NA,NA,legislators,"Eaton, Orval",25,10
1953-01-01T12:00:00Z,"<strong>Robert L. Elfstrom</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Elfstrom, Robert L.",26,18
1953-01-01T12:00:00Z,"<strong>Harry C. Elliott</strong><br/>Republican<br/>Male<br/>Representing Tillamook, Tillamook.",NA,Republican,NA,NA,legislators,"Elliott, Harry C.",27,26
1953-01-01T12:00:00Z,"<strong>Frank M. Farmer</strong><br/>Republican<br/>Male<br/>Representing Rickreall, Polk.",NA,Republican,NA,NA,legislators,"Farmer, Frank M.",28,34
1953-01-01T12:00:00Z,"<strong>Carl H. Francis</strong><br/>Republican<br/>Male<br/>Representing Dayton, Yamhill.",NA,Republican,NA,NA,legislators,"Francis, Carl H.",29,42
1953-01-01T12:00:00Z,"<strong>Edward A. Geary</strong><br/>Republican<br/>Male<br/>Representing Klamath Falls, Klamath.",NA,Republican,NA,NA,legislators,"Geary, Edward A.",30,50
1953-01-01T12:00:00Z,"<strong>Kenneth Goodall</strong><br/>Republican<br/>Male<br/>Representing Oswego, Clackamas, Multnomah.",NA,Republican,NA,NA,legislators,"Goodall, Kenneth",31,4
1953-01-01T12:00:00Z,"<strong>Alva Curtis Goodrich</strong><br/>Republican<br/>Male<br/>Representing Bend, Deschutes.",NA,Republican,NA,NA,legislators,"Goodrich, Alva Curtis",32,11
1953-01-01T12:00:00Z,"<strong>Claude E. Hall</strong><br/>Republican<br/>Male<br/>Representing Waldport, Lincoln.",NA,Republican,NA,NA,legislators,"Hall, Claude E.",33,19
1953-01-01T12:00:00Z,"<strong>Joseph E. Harvey</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Harvey, Joseph E.",34,27
1953-01-01T12:00:00Z,"<strong>Mark O. Hatfield</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Hatfield, Mark O.",35,35
1953-01-01T12:00:00Z,"<strong>Lloyd E. Haynes</strong><br/>Republican<br/>Male<br/>Representing Grants Pass, Josephine.",NA,Republican,NA,NA,legislators,"Haynes, Lloyd E.",36,43
1953-01-01T12:00:00Z,"<strong>Earl H. Hill</strong><br/>Republican<br/>Male<br/>Representing Cushman, Lane.",NA,Republican,NA,NA,legislators,"Hill, Earl H.",37,51
1953-01-01T12:00:00Z,"<strong>Russell Hudson</strong><br/>Republican<br/>Male<br/>Representing The Dalles, Wasco.",NA,Republican,NA,NA,legislators,"Hudson, Russell",38,5
1953-01-01T12:00:00Z,"<strong>Donald R. Husband</strong><br/>Republican<br/>Male<br/>Representing Eugene, Lane.",NA,Republican,NA,NA,legislators,"Husband, Donald R.",39,12
1953-01-01T12:00:00Z,"<strong>Robert J. Jensen</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Jensen, Robert J.",40,20
1953-01-01T12:00:00Z,"<strong>George Layman</strong><br/>Republican<br/>Male<br/>Representing Newberg, Yamhill.",NA,Republican,NA,NA,legislators,"Layman, George",41,28
1953-01-01T12:00:00Z,"<strong>Carroll Locey</strong><br/>Republican<br/>Male<br/>Representing Ironside, Malheur.",NA,Republican,NA,NA,legislators,"Locey, Carroll",42,36
1953-01-01T12:00:00Z,"<strong>E. H. Mann</strong><br/>Republican<br/>Male<br/>Representing Medford, Jackson.",NA,Republican,NA,NA,legislators,"Mann, E. H.",43,44
1953-01-01T12:00:00Z,"<strong>Roderick T. McKenzie</strong><br/>Republican<br/>Male<br/>Representing Sixes, Coos, Curry.",NA,Republican,NA,NA,legislators,"McKenzie, Roderick T.",44,52
1953-01-01T12:00:00Z,"<strong>John Misko</strong><br/>Republican<br/>Male<br/>Representing Oregon City, Clackamas.",NA,Republican,NA,NA,legislators,"Misko, John",45,58
1953-01-01T12:00:00Z,"<strong>Earl A. Moore</strong><br/>Republican<br/>Male<br/>Representing Hood River, Hood River.",NA,Republican,NA,NA,legislators,"Moore, Earl A.",46,6
1953-01-01T12:00:00Z,"<strong>G. Russell Morgan</strong><br/>Republican<br/>Male<br/>Representing Hillsboro, Washington.",NA,Republican,NA,NA,legislators,"Morgan, G. Russell",47,13
1953-01-01T12:00:00Z,"<strong>Lee V. Ohmart</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,Republican,NA,NA,legislators,"Ohmart, Lee V.",48,21
1953-01-01T12:00:00Z,"<strong>Robert W. Root</strong><br/>Republican<br/>Male<br/>Representing Medford, Jackson.",NA,Republican,NA,NA,legislators,"Root, Robert W.",49,29
1953-01-01T12:00:00Z,"<strong>Phil J. Roth</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Roth, Phil J.",50,37
1953-01-01T12:00:00Z,"<strong>Jess W. Savage</strong><br/>Republican<br/>Male<br/>Representing Albany, Linn.",NA,Republican,NA,NA,legislators,"Savage, Jess W.",51,45
1953-01-01T12:00:00Z,"<strong>Ralph Saylor</strong><br/>Republican<br/>Male<br/>Representing Echo, Umatilla.",NA,Republican,NA,NA,legislators,"Saylor, Ralph",52,53
1953-01-01T12:00:00Z,"<strong>J. P. Steiwer</strong><br/>Republican<br/>Male<br/>Representing Fossil, Gilliam, Morrow, Sherman,<br/>Wheeler.",NA,Republican,NA,NA,legislators,"Steiwer, J. P.",53,59
1953-01-01T12:00:00Z,"<strong>Loran L. Stewart</strong><br/>Republican<br/>Male<br/>Representing Cottage Grove, Lane.",NA,Republican,NA,NA,legislators,"Stewart, Loran L.",54,14
1953-01-01T12:00:00Z,"<strong>B. A. (Dutch) Stover</strong><br/>Republican<br/>Male<br/>Representing Bend, Deschutes, Lake.",NA,Republican,NA,NA,legislators,"Stover, B. A. (Dutch)",55,22
1953-01-01T12:00:00Z,"<strong>Charles Allen Tom</strong><br/>Republican<br/>Male<br/>Representing Rufus, Gilliam, Morrow, Sherman, Wheeler.",NA,Republican,NA,NA,legislators,"Tom, Charles Allen",56,30
1953-01-01T12:00:00Z,"<strong>H. R. Weatherford</strong><br/>Republican<br/>Male<br/>Representing Wallowa, Wallowa.",NA,Republican,NA,NA,legislators,"Weatherford, H. R.",57,38
1953-01-01T12:00:00Z,"<strong>Harvey Wells</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Wells, Harvey",58,46
1953-01-01T12:00:00Z,"<strong>Rudie, Jr. Wilhelm</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Wilhelm, Rudie, Jr.",59,54
1953-01-01T12:00:00Z,"<strong>Francis W. Ziegler</strong><br/>Republican<br/>Male<br/>Representing Corvallis, Benton.",NA,Republican,NA,NA,legislators,"Ziegler, Francis W.",60,60
1955-01-01T12:00:00Z,"<strong>Jean L. Lewis</strong><br/>Democrat<br/>Female<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Lewis, Jean L.",1,7
1955-01-01T12:00:00Z,"<strong>Kay Meriwether</strong><br/>Democrat<br/>Female<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Meriwether, Kay",2,15
1955-01-01T12:00:00Z,"<strong>Katherine Musa</strong><br/>Democrat<br/>Female<br/>Representing The Dalles, Wasco.",NA,Democrat,NA,NA,legislators,"Musa, Katherine",3,23
1955-01-01T12:00:00Z,"<strong>Maurine B. Neuberger</strong><br/>Democrat<br/>Female<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Neuberger, Maurine B.",4,31
1955-01-01T12:00:00Z,"<strong>Ben Anderson</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Anderson, Ben",5,39
1955-01-01T12:00:00Z,"<strong>George J. Annala</strong><br/>Democrat<br/>Male<br/>Representing Hood River, Hood River.",NA,Democrat,NA,NA,legislators,"Annala, George J.",6,47
1955-01-01T12:00:00Z,"<strong>R. F. Chapman</strong><br/>Democrat<br/>Male<br/>Representing Coos Bay, Coos.",NA,Democrat,NA,NA,legislators,"Chapman, R. F.",7,55
1955-01-01T12:00:00Z,"<strong>Ward H. Cook</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Cook, Ward H.",8,1
1955-01-01T12:00:00Z,"<strong>Alfred H. Corbett</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Corbett, Alfred H.",9,8
1955-01-01T12:00:00Z,"<strong>Pat Dooley</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Dooley, Pat",10,16
1955-01-01T12:00:00Z,"<strong>G. D. Gleason</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Gleason, G. D.",11,24
1955-01-01T12:00:00Z,"<strong>R. E. Goad</strong><br/>Democrat<br/>Male<br/>Representing Pendleton, Umatilla.",NA,Democrat,NA,NA,legislators,"Goad, R. E.",12,32
1955-01-01T12:00:00Z,"<strong>William L. Grenfell</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Grenfell, William L.",13,40
1955-01-01T12:00:00Z,"<strong>Richard E. Groener</strong><br/>Democrat<br/>Male<br/>Representing Milwaukie, Clackamas.",NA,Democrat,NA,NA,legislators,"Groener, Richard E.",14,48
1955-01-01T12:00:00Z,"<strong>Norman R. Howard</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Howard, Norman R.",15,56
1955-01-01T12:00:00Z,"<strong>V. T. Jackson</strong><br/>Democrat<br/>Male<br/>Representing Roseburg, Douglas.",NA,Democrat,NA,NA,legislators,"Jackson, V. T.",16,2
1955-01-01T12:00:00Z,"<strong>Robert R. Klemsen</strong><br/>Democrat<br/>Male<br/>Representing St. Helens, Columbia.",NA,Democrat,NA,NA,legislators,"Klemsen, Robert R.",17,9
1955-01-01T12:00:00Z,"<strong>Thomas R. McClellan</strong><br/>Democrat<br/>Male<br/>Representing Neotsu, Lincoln.",NA,Democrat,NA,NA,legislators,"McClellan, Thomas R.",18,17
1955-01-01T12:00:00Z,"<strong>Boyd R. Overhulse</strong><br/>Democrat<br/>Male<br/>Representing Madras, Crook, Jefferson.",NA,Democrat,NA,NA,legislators,"Overhulse, Boyd R.",19,25
1955-01-01T12:00:00Z,"<strong>Walter J. Pearson</strong><br/>Democrat<br/>Male<br/>Representing Portland, Multnomah.",NA,Democrat,NA,NA,legislators,"Pearson, Walter J.",20,33
1955-01-01T12:00:00Z,"<strong>Joe Rogers</strong><br/>Democrat<br/>Male<br/>Representing Independence, Polk.",NA,Democrat,NA,NA,legislators,"Rogers, Joe",21,41
1955-01-01T12:00:00Z,"<strong>Henry Semon</strong><br/>Democrat<br/>Male<br/>Representing Klamath Falls, Klamath.",NA,Democrat,NA,NA,legislators,"Semon, Henry",22,49
1955-01-01T12:00:00Z,"<strong>Robert J. Steward</strong><br/>Democrat<br/>Male<br/>Representing Keating, Baker.",NA,Democrat,NA,NA,legislators,"Steward, Robert J.",23,57
1955-01-01T12:00:00Z,"<strong>Emil A. Stunz</strong><br/>Democrat<br/>Male<br/>Representing Nyssa, Malheur.",NA,Democrat,NA,NA,legislators,"Stunz, Emil A.",24,3
1955-01-01T12:00:00Z,"<strong>Harry L. Wells</strong><br/>Democrat<br/>Male<br/>Representing LaGrande, Union, Wallowa.",NA,Democrat,NA,NA,legislators,"Wells, Harry L.",25,10
1955-01-01T12:00:00Z,"<strong>Eddie Ahrens</strong><br/>Republican<br/>Male<br/>Representing Turner, Marion.",NA,Republican,NA,NA,legislators,"Ahrens, Eddie",26,18
1955-01-01T12:00:00Z,"<strong>John P. Amacher</strong><br/>Republican<br/>Male<br/>Representing Winchester, Douglas.",NA,Republican,NA,NA,legislators,"Amacher, John P.",27,26
1955-01-01T12:00:00Z,"<strong>Gust Anderson</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,Republican,NA,NA,legislators,"Anderson, Gust",28,34
1955-01-01T12:00:00Z,"<strong>William. W. Bradeen</strong><br/>Republican<br/>Male<br/>Representing Burns, Grant, Harney, Lake.",NA,Republican,NA,NA,legislators,"Bradeen, William. W.",29,42
1955-01-01T12:00:00Z,"<strong>Edward R. Cardwell</strong><br/>Republican<br/>Male<br/>Representing Sweet Home, Linn.",NA,Republican,NA,NA,legislators,"Cardwell, Edward R.",30,50
